val,test
1.0861010551452637,1.0821375846862793
1.0658782720565796,1.0677672624588013
1.0530287027359009,1.0500894784927368
1.059033751487732,1.056746006011963
1.0539835691452026,1.0505738258361816
1.056810975074768,1.0551707744598389
1.0498323440551758,1.054455041885376
1.0514421463012695,1.05674409866333
1.0525076389312744,1.0544047355651855
1.0486376285552979,1.0502864122390747
1.0482475757598877,1.0494027137756348
1.0488619804382324,1.0463919639587402
1.0499603748321533,1.0462337732315063
1.0476555824279785,1.0474231243133545
1.050821304321289,1.0479130744934082
1.0452390909194946,1.0478724241256714
1.048223614692688,1.0465821027755737
1.0510867834091187,1.0459625720977783
1.0442907810211182,1.0456334352493286
1.044219732284546,1.048940896987915
