val,test
1.9552526473999023,1.9538624286651611
1.9362914562225342,1.9368473291397095
1.9008837938308716,1.8958243131637573
1.8389989137649536,1.8375283479690552
1.7719377279281616,1.7654054164886475
1.7194489240646362,1.7034178972244263
1.679337739944458,1.6562366485595703
1.6521809101104736,1.635715365409851
1.6254868507385254,1.6163896322250366
1.6114790439605713,1.5972737073898315
1.6210501194000244,1.6018208265304565
1.6013332605361938,1.5899016857147217
1.600932002067566,1.5743699073791504
1.5969609022140503,1.5885885953903198
1.59396493434906,1.5847636461257935
1.5946027040481567,1.5718120336532593
1.5865856409072876,1.5703554153442383
1.5996614694595337,1.571197509765625
1.5797516107559204,1.558434247970581
1.5897873640060425,1.5643479824066162
