val,test
2.0796544551849365,2.0779972076416016
2.0832464694976807,2.0833706855773926
2.084340810775757,2.077462673187256
2.081143379211426,2.0799903869628906
2.081611394882202,2.077132225036621
2.079594373703003,2.078873634338379
2.0784804821014404,2.0787041187286377
2.081866502761841,2.0750041007995605
2.082008123397827,2.0747923851013184
2.0762484073638916,2.079252004623413
2.0797007083892822,2.07961368560791
2.0822417736053467,2.0782864093780518
2.0784060955047607,2.081641674041748
2.079096794128418,2.081207752227783
2.07965087890625,2.0811970233917236
2.0785470008850098,2.076802968978882
2.0785741806030273,2.0772757530212402
2.078902244567871,2.0797581672668457
2.0817222595214844,2.0788867473602295
2.0822224617004395,2.0815787315368652
