val,test
1.0978883504867554,1.0839931964874268
1.0685032606124878,1.0526189804077148
1.0699958801269531,1.0482568740844727
1.0614813566207886,1.041231632232666
1.0632445812225342,1.0465084314346313
1.0545411109924316,1.0438100099563599
1.0545567274093628,1.0412020683288574
1.0554965734481812,1.0413601398468018
1.058426022529602,1.035295009613037
1.0556138753890991,1.0337074995040894
1.0572539567947388,1.0369881391525269
1.0540531873703003,1.0356178283691406
1.0582032203674316,1.0438748598098755
1.0515161752700806,1.0363880395889282
1.057624101638794,1.033167839050293
1.0519742965698242,1.034830093383789
1.0566803216934204,1.0345721244812012
1.0504791736602783,1.0336406230926514
1.0517432689666748,1.0352896451950073
1.0524104833602905,1.0362082719802856
