val,test
1.9712153673171997,1.9708603620529175
1.9706655740737915,1.9707814455032349
1.970524549484253,1.9715659618377686
1.9707602262496948,1.970568299293518
1.971381425857544,1.9709066152572632
1.97117280960083,1.971032977104187
1.9708465337753296,1.970909595489502
1.971442461013794,1.9699383974075317
1.9709787368774414,1.97085440158844
1.9706593751907349,1.9708014726638794
1.9701228141784668,1.9714586734771729
1.9704490900039673,1.9712947607040405
1.9702372550964355,1.9704536199569702
1.9714888334274292,1.9703114032745361
1.9701682329177856,1.9704716205596924
1.9704240560531616,1.9708253145217896
1.9714329242706299,1.9711931943893433
1.9699515104293823,1.9700477123260498
1.9710227251052856,1.9712095260620117
1.9705387353897095,1.9701443910598755
