val,test
0.29055023193359375,0.2926461398601532
0.23144347965717316,0.23131431639194489
0.21092702448368073,0.21088053286075592
0.19669818878173828,0.1961488425731659
0.18310874700546265,0.18218344449996948
0.17579708993434906,0.17341196537017822
0.17090357840061188,0.17139391601085663
0.168710395693779,0.1685001254081726
0.16902436316013336,0.1686265915632248
0.16615018248558044,0.168832927942276
0.16977828741073608,0.16677939891815186
0.17227256298065186,0.16613276302814484
0.1721976399421692,0.16731825470924377
0.16573694348335266,0.1673203706741333
0.16820916533470154,0.1629132330417633
