val,test
3.068466901779175,3.0685925483703613
3.068905830383301,3.0671701431274414
3.0691254138946533,3.0679190158843994
3.068408489227295,3.066887378692627
3.068631410598755,3.0676698684692383
3.0688397884368896,3.0657124519348145
3.0689854621887207,3.067469596862793
3.0693392753601074,3.065563201904297
3.068983554840088,3.066251039505005
3.069377899169922,3.0687763690948486
3.0692741870880127,3.068027973175049
3.0698766708374023,3.066659927368164
3.069061517715454,3.0666651725769043
3.069387912750244,3.066765546798706
3.0686278343200684,3.0659468173980713
3.0685243606567383,3.0669074058532715
3.067704200744629,3.0670762062072754
3.0681939125061035,3.0662448406219482
3.0691282749176025,3.0672109127044678
3.0692155361175537,3.068368673324585
3.069193124771118,3.0667145252227783
3.0685107707977295,3.0656938552856445
3.0699751377105713,3.0655643939971924
3.0680320262908936,3.0668230056762695
3.0703232288360596,3.0667974948883057
3.0691449642181396,3.0666840076446533
3.068713426589966,3.065917491912842
3.068565607070923,3.067927122116089
3.068594455718994,3.067188262939453
3.068521738052368,3.0671029090881348
3.069064140319824,3.066570281982422
3.0696988105773926,3.067542552947998
3.0685131549835205,3.067159414291382
3.0691335201263428,3.0668013095855713
3.067671775817871,3.0658440589904785
3.068692445755005,3.067075252532959
3.068222999572754,3.065880298614502
3.069328784942627,3.0671768188476562
3.0701935291290283,3.067936420440674
3.068786382675171,3.066934585571289
3.070114850997925,3.0682761669158936
3.069387674331665,3.066138744354248
3.069565773010254,3.0670487880706787
3.0696492195129395,3.0663342475891113
3.068931818008423,3.0671603679656982
3.0688490867614746,3.0675315856933594
3.070085048675537,3.066415786743164
3.068834066390991,3.067657947540283
3.068972110748291,3.0668601989746094
3.067922830581665,3.067936420440674
