val,test
0.8552137017250061,0.8787246346473694
0.8099349737167358,0.8233633041381836
0.8008167147636414,0.815055787563324
0.7930890321731567,0.8065246939659119
0.7872960567474365,0.8055861592292786
0.7844747304916382,0.8014553189277649
0.7814701795578003,0.7976558208465576
0.7839179039001465,0.7946393489837646
0.7826402187347412,0.7892242670059204
0.7807950377464294,0.7928206324577332
0.7745747566223145,0.7959107160568237
0.7780699729919434,0.788756251335144
0.7730233669281006,0.7882456183433533
0.7795876860618591,0.7928768992424011
0.7806713581085205,0.7963144779205322
0.7731293439865112,0.7894629836082458
0.7744890451431274,0.7951633930206299
0.7742547988891602,0.784703254699707
0.7701067924499512,0.7859334349632263
0.7735826969146729,0.7920351028442383
