val,test
1.099565863609314,1.1236560344696045
1.0996203422546387,1.1243537664413452
1.092729091644287,1.131800889968872
1.10135018825531,1.1276705265045166
1.0947256088256836,1.1269137859344482
1.0963300466537476,1.1269097328186035
1.0878043174743652,1.1232736110687256
1.099474310874939,1.1280745267868042
1.0977174043655396,1.1249171495437622
1.097758412361145,1.1311522722244263
1.099181056022644,1.1186941862106323
1.1012927293777466,1.1248043775558472
1.0934289693832397,1.1312578916549683
1.098336100578308,1.1286451816558838
1.0997060537338257,1.1286547183990479
1.0932481288909912,1.1277165412902832
1.098376989364624,1.1292707920074463
1.095442295074463,1.133815884590149
1.1032955646514893,1.1251482963562012
1.0948160886764526,1.125396966934204
